wrinkle,tone,elasticity,moisture,skinage
69 ,74 ,79 ,79 ,20 
52 ,39 ,53 ,48 ,53 
43 ,46 ,49 ,47 ,51 
73 ,86 ,75 ,86 ,25 
36 ,32 ,34 ,33 ,59 
32 ,37 ,35 ,38 ,60 
69 ,77 ,76 ,81 ,21 
54 ,48 ,48 ,40 ,52 
66 ,71 ,63 ,70 ,32 
40 ,42 ,50 ,42 ,48 
44 ,43 ,36 ,41 ,46 
39 ,39 ,37 ,32 ,62 
68 ,61 ,63 ,70 ,30 
35 ,30 ,25 ,32 ,56 
18 ,31 ,31 ,23 ,71 
65 ,51 ,65 ,57 ,45 
80 ,80 ,72 ,69 ,20 
61 ,70 ,65 ,60 ,29 
73 ,67 ,69 ,72 ,35 
59 ,62 ,65 ,61 ,27 
52 ,61 ,56 ,55 ,41 
18 ,21 ,24 ,15 ,64 
32 ,34 ,30 ,39 ,59 
74 ,80 ,76 ,72 ,20 
41 ,43 ,46 ,37 ,47 
24 ,30 ,18 ,24 ,69 
73 ,73 ,76 ,67 ,17 
73 ,63 ,59 ,67 ,30 
68 ,66 ,63 ,58 ,29 
35 ,28 ,40 ,36 ,60 
24 ,24 ,28 ,30 ,72 
66 ,60 ,72 ,60 ,30 
61 ,70 ,55 ,67 ,28 
56 ,61 ,45 ,49 ,38 
44 ,43 ,42 ,41 ,48 
34 ,36 ,35 ,34 ,60 
61 ,60 ,60 ,56 ,44 
76 ,72 ,76 ,82 ,21 
50 ,50 ,47 ,46 ,53 
42 ,46 ,40 ,45 ,48 
35 ,29 ,32 ,30 ,56 
69 ,73 ,62 ,68 ,33 
44 ,54 ,47 ,53 ,34 
76 ,76 ,80 ,77 ,22 
59 ,51 ,58 ,50 ,39 
65 ,53 ,53 ,51 ,40 
76 ,69 ,73 ,74 ,18 
58 ,50 ,58 ,56 ,40 
38 ,46 ,46 ,35 ,46 
71 ,71 ,71 ,68 ,35 
32 ,35 ,36 ,33 ,59 
34 ,31 ,34 ,41 ,60 
70 ,60 ,66 ,64 ,30 
70 ,70 ,73 ,73 ,36 
61 ,63 ,58 ,65 ,27 
24 ,29 ,26 ,38 ,54 
48 ,32 ,31 ,35 ,62 
61 ,63 ,64 ,61 ,27 
40 ,41 ,41 ,35 ,44 
32 ,14 ,31 ,32 ,72 
78 ,79 ,70 ,85 ,23 
21 ,34 ,29 ,32 ,74 
73 ,68 ,76 ,78 ,19 
63 ,64 ,64 ,60 ,28 
36 ,26 ,33 ,44 ,60 
65 ,78 ,70 ,63 ,34 
42 ,47 ,51 ,40 ,50 
39 ,38 ,32 ,37 ,62 
41 ,47 ,51 ,51 ,52 
22 ,24 ,31 ,24 ,70 
33 ,45 ,52 ,46 ,49 
45 ,48 ,45 ,45 ,51 
65 ,65 ,56 ,70 ,29 
32 ,20 ,23 ,22 ,69 
52 ,51 ,49 ,52 ,36 
68 ,78 ,75 ,75 ,19 
76 ,70 ,76 ,75 ,19 
42 ,33 ,35 ,35 ,61 
45 ,44 ,39 ,47 ,49 
24 ,35 ,24 ,30 ,73 
46 ,41 ,45 ,38 ,48 
74 ,84 ,72 ,71 ,20 
27 ,25 ,20 ,31 ,71 
39 ,43 ,55 ,49 ,51 
45 ,43 ,41 ,46 ,49 
21 ,13 ,24 ,24 ,65 
24 ,17 ,20 ,23 ,66 
24 ,27 ,18 ,26 ,69 
54 ,47 ,53 ,59 ,38 
42 ,55 ,44 ,49 ,53 
34 ,46 ,52 ,43 ,49 
27 ,28 ,30 ,31 ,74 
79 ,71 ,72 ,77 ,20 
62 ,62 ,72 ,62 ,29 
72 ,66 ,71 ,62 ,33 
72 ,76 ,77 ,77 ,20 
71 ,60 ,63 ,58 ,28 
38 ,39 ,27 ,30 ,59 
21 ,31 ,15 ,27 ,69 
55 ,61 ,70 ,60 ,27 
46 ,53 ,44 ,42 ,51 
49 ,48 ,37 ,41 ,49 
42 ,47 ,43 ,49 ,50 
42 ,54 ,45 ,48 ,52 
54 ,46 ,50 ,54 ,36 
48 ,52 ,45 ,51 ,54 
48 ,43 ,50 ,52 ,53 
28 ,32 ,39 ,33 ,58 
40 ,55 ,43 ,40 ,50 
81 ,71 ,81 ,77 ,23 
64 ,73 ,69 ,65 ,33 
27 ,22 ,18 ,21 ,67 
40 ,43 ,41 ,44 ,47 
33 ,39 ,38 ,41 ,63 
24 ,30 ,22 ,28 ,71 
75 ,74 ,84 ,76 ,22 
63 ,66 ,71 ,64 ,31 
31 ,28 ,28 ,18 ,71 
77 ,75 ,79 ,76 ,22 
55 ,52 ,43 ,42 ,53 
30 ,21 ,21 ,19 ,68 
25 ,26 ,26 ,24 ,70 
24 ,21 ,20 ,34 ,70 
78 ,78 ,76 ,76 ,22 
70 ,68 ,75 ,75 ,17 
70 ,74 ,81 ,68 ,18 
60 ,53 ,52 ,62 ,42 
19 ,22 ,16 ,30 ,67 
24 ,30 ,27 ,19 ,70 
77 ,76 ,73 ,77 ,21 
77 ,69 ,78 ,72 ,19 
57 ,49 ,52 ,56 ,38 
80 ,84 ,67 ,70 ,20 
69 ,64 ,66 ,64 ,31 
51 ,67 ,56 ,50 ,41 
71 ,84 ,83 ,67 ,21 
61 ,57 ,61 ,57 ,44 
64 ,69 ,68 ,58 ,30 
55 ,52 ,51 ,53 ,38 
68 ,66 ,64 ,56 ,28 
46 ,48 ,49 ,50 ,54 
31 ,22 ,20 ,30 ,71 
50 ,53 ,55 ,60 ,39 
60 ,50 ,57 ,53 ,40 
65 ,56 ,68 ,63 ,28 
43 ,43 ,36 ,45 ,47 
32 ,33 ,37 ,33 ,59 
39 ,42 ,40 ,48 ,47 
40 ,41 ,43 ,50 ,48 
65 ,64 ,71 ,73 ,33 
85 ,73 ,68 ,74 ,20 
75 ,75 ,79 ,74 ,21 
79 ,76 ,73 ,80 ,22 
76 ,60 ,56 ,70 ,31 
43 ,61 ,51 ,56 ,38 
49 ,45 ,47 ,47 ,52 
58 ,63 ,69 ,71 ,30 
34 ,34 ,42 ,34 ,61 
60 ,60 ,66 ,75 ,30 
59 ,56 ,59 ,56 ,42 
46 ,56 ,46 ,49 ,54 
62 ,52 ,62 ,54 ,42 
49 ,32 ,30 ,39 ,62 
52 ,52 ,49 ,52 ,36 
55 ,53 ,59 ,55 ,41 
60 ,65 ,64 ,64 ,28 
58 ,48 ,52 ,64 ,40 
24 ,19 ,21 ,26 ,67 
76 ,86 ,74 ,68 ,21 
80 ,81 ,80 ,76 ,24 
67 ,64 ,70 ,61 ,31 
35 ,40 ,36 ,31 ,60 
59 ,59 ,58 ,58 ,44 
41 ,50 ,44 ,52 ,52 
64 ,72 ,72 ,70 ,34 
61 ,58 ,55 ,49 ,41 
31 ,15 ,27 ,24 ,69 
75 ,80 ,79 ,69 ,21 
38 ,37 ,35 ,36 ,62 
61 ,66 ,67 ,58 ,28 
44 ,39 ,49 ,41 ,49 
49 ,36 ,37 ,42 ,46 
64 ,70 ,66 ,66 ,32 
25 ,32 ,24 ,19 ,70 
30 ,28 ,33 ,36 ,57 
37 ,35 ,26 ,38 ,59 
54 ,56 ,57 ,52 ,40 
44 ,46 ,46 ,47 ,51 
69 ,77 ,76 ,71 ,18 
36 ,29 ,26 ,25 ,74 
26 ,27 ,21 ,23 ,69 
77 ,65 ,67 ,53 ,30 
84 ,72 ,61 ,73 ,18 
47 ,44 ,39 ,45 ,49 
66 ,71 ,55 ,70 ,30 
40 ,41 ,45 ,52 ,49 
37 ,30 ,32 ,38 ,59 
69 ,68 ,68 ,62 ,32 
56 ,60 ,60 ,57 ,43 
47 ,38 ,45 ,48 ,50 
24 ,28 ,29 ,24 ,71 
80 ,82 ,74 ,73 ,22 
81 ,72 ,83 ,79 ,24 
34 ,41 ,45 ,44 ,46 
51 ,55 ,56 ,61 ,41 
21 ,19 ,29 ,16 ,66 
29 ,25 ,23 ,28 ,71 
30 ,42 ,43 ,38 ,63 
49 ,62 ,55 ,58 ,41 
33 ,25 ,27 ,31 ,74 
74 ,81 ,62 ,76 ,19 
83 ,70 ,66 ,70 ,17 
26 ,21 ,12 ,26 ,66 
42 ,33 ,42 ,46 ,46 
39 ,45 ,51 ,49 ,51 
25 ,20 ,36 ,25 ,71 
41 ,47 ,40 ,54 ,50 
37 ,42 ,39 ,33 ,63 
14 ,25 ,32 ,27 ,69 
55 ,55 ,49 ,51 ,37 
44 ,50 ,39 ,41 ,48 
45 ,41 ,46 ,48 ,50 
23 ,32 ,28 ,38 ,55 
49 ,43 ,43 ,42 ,49 
28 ,25 ,24 ,20 ,69 
27 ,21 ,22 ,22 ,68 
62 ,64 ,60 ,60 ,26 
24 ,30 ,29 ,15 ,70 
77 ,78 ,71 ,79 ,21 
69 ,69 ,74 ,74 ,16 
78 ,79 ,68 ,73 ,20 
61 ,64 ,77 ,70 ,33 
52 ,54 ,59 ,56 ,40 
41 ,46 ,48 ,40 ,49 
32 ,41 ,40 ,37 ,62 
29 ,33 ,36 ,22 ,75 
17 ,40 ,35 ,48 ,60 
26 ,35 ,24 ,33 ,74 
77 ,81 ,78 ,82 ,24 
46 ,59 ,44 ,46 ,34 
24 ,20 ,22 ,32 ,70 
23 ,23 ,15 ,25 ,66 
61 ,58 ,74 ,71 ,31 
28 ,34 ,27 ,27 ,74 
55 ,50 ,54 ,69 ,42 
62 ,62 ,63 ,48 ,44 
26 ,33 ,42 ,32 ,58 
72 ,80 ,81 ,78 ,23 
55 ,38 ,51 ,41 ,51 
29 ,41 ,32 ,29 ,58 
32 ,36 ,36 ,35 ,60 
21 ,28 ,30 ,27 ,72 
48 ,45 ,51 ,58 ,35 
51 ,56 ,57 ,58 ,40 
64 ,49 ,52 ,66 ,43 
53 ,47 ,45 ,44 ,52 
50 ,58 ,49 ,41 ,54 
29 ,33 ,32 ,35 ,57 
28 ,28 ,26 ,27 ,72 
54 ,50 ,48 ,49 ,36 
50 ,49 ,57 ,53 ,37 
61 ,65 ,64 ,72 ,30 
34 ,32 ,32 ,35 ,58 
58 ,51 ,50 ,57 ,39 
35 ,38 ,37 ,31 ,60 
30 ,32 ,40 ,47 ,62 
71 ,74 ,70 ,69 ,16 
56 ,61 ,63 ,61 ,25 
54 ,51 ,53 ,51 ,37 
69 ,69 ,79 ,73 ,17 
71 ,68 ,73 ,63 ,14 
53 ,54 ,60 ,53 ,40 
73 ,77 ,76 ,70 ,19 
29 ,37 ,34 ,33 ,58 
57 ,60 ,53 ,53 ,41 
56 ,74 ,69 ,67 ,32 
35 ,34 ,28 ,40 ,59 
44 ,50 ,40 ,37 ,48 
26 ,27 ,25 ,21 ,70 
27 ,22 ,28 ,24 ,71 
67 ,79 ,81 ,76 ,21 
49 ,41 ,57 ,48 ,54 
22 ,20 ,23 ,22 ,67 
66 ,68 ,68 ,69 ,32 
76 ,75 ,76 ,84 ,23 
52 ,57 ,62 ,58 ,42 
51 ,60 ,58 ,61 ,43 
25 ,30 ,40 ,36 ,58 
20 ,29 ,19 ,21 ,67 
29 ,28 ,25 ,33 ,74 
22 ,31 ,22 ,20 ,69 
28 ,28 ,19 ,26 ,70 
67 ,72 ,78 ,79 ,19 
68 ,81 ,84 ,66 ,20 
64 ,66 ,57 ,69 ,29 
67 ,71 ,77 ,70 ,16 
79 ,81 ,72 ,72 ,21 
59 ,61 ,61 ,51 ,43 
50 ,60 ,58 ,65 ,43 
58 ,54 ,47 ,59 ,40 
47 ,64 ,58 ,55 ,41 
64 ,57 ,58 ,60 ,45 
75 ,77 ,77 ,66 ,19 
17 ,25 ,24 ,29 ,69 
44 ,51 ,41 ,41 ,49 
22 ,29 ,29 ,23 ,71 
69 ,69 ,76 ,71 ,16 
65 ,63 ,66 ,68 ,31 
24 ,29 ,26 ,35 ,74 
69 ,56 ,68 ,57 ,27 
64 ,67 ,68 ,63 ,30 
60 ,70 ,73 ,62 ,31 
75 ,61 ,70 ,68 ,33 
32 ,15 ,19 ,19 ,66 
52 ,54 ,54 ,54 ,38 
20 ,24 ,26 ,21 ,68 
58 ,55 ,57 ,52 ,40 
46 ,49 ,43 ,42 ,50 
79 ,68 ,77 ,73 ,19 
76 ,73 ,72 ,75 ,19 
48 ,53 ,50 ,45 ,54 
29 ,35 ,35 ,41 ,60 
65 ,65 ,63 ,69 ,30 
36 ,42 ,32 ,41 ,63 
55 ,61 ,57 ,52 ,41 
71 ,76 ,69 ,74 ,18 
47 ,61 ,39 ,41 ,52 
44 ,31 ,39 ,35 ,62 
43 ,47 ,40 ,45 ,49 
68 ,64 ,62 ,57 ,28 
49 ,54 ,58 ,53 ,39 
28 ,20 ,26 ,21 ,69 
27 ,30 ,38 ,44 ,60 
36 ,35 ,29 ,39 ,60 
64 ,51 ,53 ,53 ,40 
62 ,77 ,81 ,63 ,16 
30 ,26 ,34 ,29 ,75 
80 ,80 ,75 ,79 ,24 
76 ,73 ,76 ,67 ,38 
30 ,19 ,15 ,18 ,65 
33 ,22 ,30 ,24 ,72 
68 ,60 ,75 ,64 ,32 
27 ,27 ,26 ,26 ,71 
73 ,81 ,73 ,73 ,20 
41 ,41 ,36 ,36 ,64 
49 ,42 ,40 ,47 ,49 
44 ,37 ,45 ,45 ,48 
51 ,41 ,43 ,50 ,51 
77 ,71 ,77 ,83 ,22 
59 ,63 ,67 ,71 ,30 
36 ,34 ,31 ,37 ,59 
28 ,20 ,33 ,18 ,70 
37 ,38 ,34 ,33 ,60 
48 ,53 ,39 ,47 ,52 
76 ,81 ,78 ,71 ,21 
48 ,39 ,50 ,55 ,53 
63 ,55 ,60 ,58 ,44 
19 ,26 ,20 ,16 ,65 
68 ,76 ,72 ,66 ,16 
45 ,43 ,43 ,39 ,48 
48 ,45 ,49 ,44 ,52 
37 ,38 ,35 ,30 ,60 
57 ,50 ,58 ,58 ,41 
44 ,56 ,40 ,55 ,54 
69 ,72 ,74 ,74 ,17 
57 ,67 ,44 ,57 ,41 
41 ,38 ,39 ,35 ,63 
30 ,23 ,22 ,22 ,69 
80 ,75 ,72 ,75 ,20 
66 ,62 ,52 ,70 ,27 
59 ,62 ,69 ,53 ,26 
60 ,62 ,73 ,57 ,28 
19 ,20 ,23 ,16 ,64 
69 ,71 ,67 ,61 ,32 
58 ,48 ,43 ,58 ,37 
46 ,50 ,39 ,38 ,48 
33 ,33 ,31 ,33 ,58 
45 ,44 ,46 ,45 ,50 
81 ,70 ,83 ,74 ,22 
36 ,41 ,21 ,37 ,59 
78 ,79 ,77 ,73 ,21 
42 ,41 ,44 ,45 ,48 
29 ,34 ,20 ,27 ,72 
80 ,82 ,70 ,78 ,23 
62 ,64 ,60 ,62 ,27 
58 ,69 ,71 ,70 ,32 
67 ,71 ,87 ,68 ,18 
78 ,79 ,86 ,71 ,24 
42 ,39 ,23 ,24 ,57 
63 ,64 ,54 ,57 ,45 
48 ,46 ,44 ,43 ,50 
61 ,67 ,71 ,72 ,33 
29 ,30 ,32 ,40 ,58 
50 ,55 ,52 ,57 ,39 
21 ,25 ,28 ,30 ,71 
69 ,65 ,64 ,70 ,32 
29 ,29 ,31 ,28 ,74 
59 ,69 ,57 ,70 ,29 
57 ,58 ,60 ,50 ,41 
42 ,34 ,38 ,45 ,65 
76 ,72 ,79 ,76 ,21 
59 ,57 ,58 ,67 ,25 
54 ,53 ,55 ,50 ,38 
27 ,28 ,39 ,29 ,76 
61 ,45 ,53 ,59 ,40 
73 ,65 ,70 ,65 ,33 
37 ,42 ,42 ,41 ,46 
33 ,35 ,35 ,34 ,59 
65 ,65 ,59 ,61 ,28 
64 ,71 ,63 ,72 ,32 
56 ,49 ,59 ,52 ,39 
64 ,69 ,67 ,69 ,32 
74 ,75 ,69 ,80 ,20 
81 ,73 ,84 ,66 ,21 
25 ,31 ,32 ,25 ,73 
58 ,54 ,44 ,54 ,38 
20 ,24 ,30 ,25 ,70 
77 ,77 ,74 ,70 ,20 
63 ,62 ,70 ,56 ,28 
67 ,67 ,63 ,59 ,29 
59 ,68 ,65 ,68 ,30 
78 ,79 ,65 ,73 ,19 
53 ,50 ,51 ,42 ,54 
61 ,63 ,65 ,60 ,27 
48 ,57 ,56 ,58 ,40 
34 ,25 ,32 ,42 ,58 
55 ,57 ,65 ,55 ,43 
76 ,83 ,78 ,77 ,24 
62 ,53 ,56 ,60 ,43 
38 ,34 ,36 ,34 ,60 
71 ,77 ,72 ,71 ,18 
45 ,45 ,56 ,50 ,54 
25 ,32 ,21 ,28 ,72 
53 ,55 ,59 ,60 ,42 
76 ,84 ,76 ,82 ,25 
42 ,34 ,32 ,27 ,59 
81 ,72 ,72 ,73 ,20 
31 ,15 ,25 ,25 ,69 
72 ,69 ,73 ,84 ,19 
47 ,41 ,49 ,43 ,50 
47 ,34 ,29 ,40 ,63 
76 ,80 ,78 ,64 ,20 
68 ,69 ,67 ,76 ,15 
58 ,52 ,51 ,54 ,39 
57 ,59 ,43 ,48 ,57 
42 ,32 ,27 ,33 ,59 
40 ,32 ,45 ,44 ,45 
44 ,48 ,44 ,44 ,50 
51 ,59 ,49 ,55 ,39 
60 ,64 ,74 ,61 ,30 
47 ,41 ,44 ,50 ,50 
43 ,42 ,31 ,34 ,63 
34 ,38 ,33 ,39 ,61 
27 ,28 ,20 ,20 ,69 
83 ,85 ,73 ,72 ,23 
73 ,84 ,82 ,81 ,25 
55 ,57 ,57 ,59 ,42 
28 ,19 ,15 ,28 ,68 
33 ,36 ,33 ,34 ,59 
68 ,72 ,71 ,68 ,15 
59 ,64 ,65 ,60 ,27 
32 ,31 ,33 ,29 ,56 
46 ,56 ,53 ,53 ,57 
65 ,50 ,61 ,64 ,25 
49 ,59 ,55 ,63 ,42 
80 ,69 ,83 ,70 ,21 
72 ,84 ,75 ,77 ,22 
31 ,33 ,42 ,33 ,60 
20 ,20 ,24 ,28 ,68 
64 ,68 ,70 ,75 ,14 
53 ,52 ,63 ,57 ,41 
65 ,56 ,59 ,54 ,44 
42 ,43 ,35 ,31 ,63 
75 ,78 ,78 ,81 ,23 
42 ,50 ,44 ,47 ,51 
32 ,35 ,41 ,26 ,59 
78 ,80 ,69 ,73 ,20 
39 ,42 ,41 ,51 ,48 
42 ,44 ,44 ,49 ,50 
38 ,36 ,40 ,36 ,63 
36 ,48 ,42 ,33 ,65 
51 ,46 ,50 ,41 ,52 
37 ,37 ,34 ,35 ,61 
62 ,56 ,49 ,57 ,41 
37 ,41 ,33 ,24 ,59 
55 ,61 ,56 ,59 ,43 
69 ,65 ,67 ,63 ,31 
19 ,32 ,31 ,25 ,72 
32 ,29 ,35 ,34 ,57 
28 ,23 ,21 ,30 ,70 
27 ,28 ,19 ,28 ,70 
41 ,37 ,35 ,37 ,63 
23 ,21 ,28 ,21 ,68 
24 ,27 ,12 ,32 ,69 
82 ,74 ,69 ,80 ,21 
75 ,76 ,76 ,82 ,22 
43 ,47 ,49 ,50 ,52 
22 ,20 ,29 ,28 ,70 
52 ,59 ,53 ,51 ,39 
31 ,26 ,22 ,17 ,69 
42 ,41 ,51 ,48 ,51 
32 ,36 ,39 ,37 ,61 
32 ,16 ,27 ,26 ,70 
23 ,28 ,24 ,25 ,70 
54 ,53 ,47 ,58 ,38 
73 ,75 ,76 ,73 ,19 
72 ,75 ,71 ,73 ,17 
69 ,87 ,70 ,64 ,18 
67 ,63 ,59 ,61 ,28 
24 ,28 ,30 ,25 ,72 
40 ,30 ,37 ,37 ,61 
51 ,59 ,54 ,51 ,39 
38 ,48 ,41 ,48 ,48 
39 ,33 ,40 ,35 ,62 
21 ,20 ,20 ,19 ,65 
75 ,80 ,72 ,77 ,21 
79 ,72 ,80 ,73 ,21 
65 ,69 ,65 ,69 ,32 
34 ,35 ,32 ,39 ,60 
56 ,48 ,54 ,55 ,38 
62 ,59 ,51 ,48 ,40 
43 ,48 ,44 ,43 ,49 
30 ,41 ,39 ,37 ,62 
63 ,70 ,71 ,72 ,34 
76 ,78 ,71 ,77 ,20 
32 ,30 ,34 ,27 ,76 
22 ,28 ,18 ,21 ,67 
80 ,76 ,70 ,72 ,20 
64 ,61 ,64 ,66 ,29 
36 ,37 ,41 ,42 ,64 
25 ,33 ,34 ,33 ,56 
81 ,69 ,73 ,75 ,20 
36 ,44 ,39 ,38 ,64 
56 ,78 ,66 ,70 ,32 
44 ,39 ,38 ,39 ,45 
20 ,33 ,24 ,32 ,72 
35 ,48 ,39 ,46 ,47 
47 ,61 ,59 ,53 ,40 
29 ,29 ,24 ,25 ,72 
54 ,60 ,48 ,47 ,37 
72 ,73 ,73 ,81 ,20 
53 ,57 ,52 ,56 ,40 
55 ,54 ,59 ,51 ,40 
80 ,73 ,76 ,82 ,23 
72 ,57 ,65 ,66 ,30 
53 ,51 ,56 ,59 ,40 
64 ,56 ,51 ,58 ,42 
46 ,50 ,46 ,49 ,53 
37 ,39 ,27 ,39 ,60 
60 ,56 ,60 ,55 ,43 
32 ,31 ,42 ,38 ,61 
32 ,31 ,36 ,40 ,60 
65 ,66 ,66 ,63 ,30 
68 ,75 ,72 ,67 ,36 
77 ,73 ,71 ,77 ,20 
52 ,61 ,55 ,56 ,41 
46 ,66 ,52 ,52 ,39 
17 ,18 ,22 ,31 ,67 
53 ,52 ,49 ,46 ,55 
46 ,45 ,49 ,47 ,52 
57 ,53 ,51 ,47 ,57 
34 ,44 ,30 ,30 ,60 
58 ,55 ,61 ,58 ,43 
38 ,38 ,33 ,39 ,62 
44 ,44 ,44 ,45 ,49 
81 ,81 ,82 ,67 ,23 
48 ,29 ,42 ,39 ,65 
54 ,49 ,59 ,57 ,40 
20 ,23 ,14 ,26 ,66 
67 ,65 ,63 ,68 ,31 
40 ,47 ,40 ,39 ,47 
47 ,52 ,43 ,49 ,53 
53 ,54 ,55 ,53 ,39 
72 ,72 ,70 ,71 ,16 
55 ,52 ,50 ,54 ,38 
39 ,46 ,46 ,45 ,49 
48 ,43 ,33 ,42 ,47 
40 ,37 ,49 ,47 ,48 
30 ,30 ,32 ,28 ,55 
46 ,35 ,41 ,53 ,49 
73 ,75 ,80 ,76 ,21 
73 ,75 ,80 ,69 ,19 
57 ,53 ,60 ,52 ,41 
42 ,41 ,44 ,34 ,65 
20 ,33 ,34 ,27 ,73 
44 ,43 ,40 ,50 ,49 
62 ,58 ,49 ,55 ,41 
77 ,72 ,79 ,69 ,19 
73 ,77 ,79 ,73 ,21 
65 ,62 ,65 ,66 ,30 
35 ,38 ,40 ,41 ,63 
37 ,45 ,49 ,46 ,49 
69 ,57 ,63 ,62 ,28 
15 ,15 ,17 ,26 ,63 
46 ,44 ,56 ,52 ,55 
68 ,66 ,68 ,69 ,33 
62 ,53 ,44 ,57 ,39 
71 ,79 ,77 ,82 ,22 
27 ,11 ,22 ,33 ,68 
85 ,73 ,81 ,74 ,23 
76 ,77 ,80 ,65 ,20 
44 ,54 ,52 ,48 ,54 
19 ,25 ,28 ,21 ,68 
77 ,75 ,77 ,72 ,20 
65 ,67 ,70 ,56 ,30 
62 ,68 ,70 ,66 ,32 
37 ,25 ,37 ,36 ,59 
70 ,65 ,69 ,72 ,14 
56 ,56 ,58 ,51 ,40 
45 ,44 ,44 ,45 ,49 
83 ,75 ,76 ,79 ,23 
76 ,75 ,70 ,73 ,18 
72 ,77 ,71 ,76 ,19 
51 ,52 ,54 ,62 ,40 
40 ,39 ,37 ,41 ,44 
27 ,26 ,22 ,24 ,70 
44 ,42 ,44 ,52 ,51 
76 ,78 ,74 ,75 ,21 
60 ,55 ,52 ,55 ,41 
56 ,47 ,57 ,55 ,39 
50 ,55 ,50 ,68 ,41 
25 ,22 ,27 ,15 ,67 
74 ,72 ,75 ,64 ,16 
53 ,72 ,61 ,67 ,48 
41 ,53 ,39 ,42 ,49 
38 ,34 ,32 ,42 ,61 
29 ,21 ,21 ,27 ,69 
25 ,28 ,29 ,24 ,72 
76 ,72 ,72 ,80 ,20 
65 ,71 ,67 ,62 ,31 
48 ,49 ,51 ,62 ,37 
55 ,59 ,47 ,61 ,40 
69 ,63 ,60 ,66 ,29 
34 ,55 ,56 ,42 ,52 
73 ,77 ,79 ,74 ,21 
53 ,51 ,57 ,55 ,39 
18 ,26 ,29 ,18 ,68 
72 ,69 ,63 ,66 ,33 
38 ,31 ,36 ,33 ,60 
27 ,28 ,24 ,20 ,70 
56 ,62 ,52 ,56 ,42 
36 ,34 ,33 ,32 ,59 
26 ,33 ,16 ,26 ,70 
19 ,26 ,21 ,20 ,66 
52 ,54 ,53 ,57 ,39 
70 ,62 ,64 ,59 ,29 
68 ,68 ,70 ,68 ,34 
73 ,80 ,69 ,74 ,19 
74 ,76 ,74 ,77 ,20 
70 ,77 ,64 ,74 ,16 
36 ,39 ,37 ,33 ,61 
31 ,37 ,44 ,36 ,62 
68 ,71 ,70 ,68 ,34 
33 ,24 ,29 ,27 ,73 
24 ,24 ,22 ,34 ,71 
33 ,24 ,35 ,21 ,73 
39 ,49 ,37 ,47 ,48 
36 ,50 ,45 ,45 ,49 
73 ,77 ,74 ,69 ,18 
71 ,62 ,59 ,74 ,31 
59 ,58 ,53 ,59 ,42 
70 ,75 ,73 ,74 ,18 
52 ,42 ,48 ,49 ,53 
42 ,50 ,46 ,45 ,51 
67 ,64 ,66 ,59 ,29 
54 ,48 ,47 ,43 ,53 
50 ,49 ,45 ,46 ,52 
50 ,39 ,47 ,42 ,50 
69 ,82 ,78 ,78 ,22 
61 ,56 ,67 ,68 ,28 
53 ,57 ,58 ,66 ,44 
49 ,55 ,52 ,43 ,55 
33 ,33 ,41 ,24 ,58 
39 ,35 ,31 ,34 ,60 
50 ,48 ,51 ,52 ,35 
43 ,46 ,41 ,37 ,47 
78 ,77 ,69 ,74 ,20 
82 ,81 ,67 ,75 ,21 
21 ,16 ,31 ,23 ,68 
33 ,33 ,23 ,33 ,56 
62 ,47 ,59 ,50 ,40 
67 ,60 ,68 ,73 ,32 
53 ,46 ,46 ,37 ,51 
52 ,54 ,52 ,58 ,39 
47 ,39 ,47 ,48 ,50 
42 ,38 ,40 ,55 ,49 
69 ,58 ,62 ,60 ,27 
70 ,57 ,73 ,70 ,32 
46 ,47 ,46 ,42 ,50 
30 ,24 ,29 ,32 ,74 
23 ,34 ,24 ,23 ,71 
35 ,32 ,38 ,37 ,60 
35 ,25 ,45 ,40 ,61 
68 ,74 ,71 ,79 ,18 
20 ,17 ,19 ,27 ,66 
23 ,32 ,22 ,22 ,70 
76 ,83 ,71 ,68 ,19 
48 ,42 ,42 ,41 ,48 
56 ,60 ,53 ,58 ,42 
30 ,41 ,35 ,35 ,60 
40 ,48 ,52 ,44 ,51 
29 ,39 ,28 ,42 ,59 
67 ,73 ,57 ,72 ,32 
35 ,29 ,32 ,37 ,58 
45 ,51 ,55 ,55 ,36 
38 ,45 ,42 ,53 ,49 
65 ,70 ,71 ,64 ,33 
45 ,39 ,44 ,43 ,48 
78 ,68 ,71 ,73 ,18 
56 ,69 ,65 ,60 ,28 
52 ,58 ,56 ,56 ,40 
41 ,36 ,33 ,43 ,63 
13 ,29 ,30 ,26 ,69 
68 ,56 ,69 ,59 ,28 
38 ,48 ,41 ,46 ,48 
33 ,37 ,37 ,36 ,61 
30 ,33 ,32 ,36 ,58 
55 ,53 ,53 ,65 ,41 
43 ,43 ,37 ,45 ,47 
46 ,31 ,39 ,33 ,62 
26 ,24 ,26 ,28 ,71 
29 ,28 ,32 ,29 ,54 
56 ,61 ,58 ,56 ,43 
26 ,23 ,18 ,15 ,66 
76 ,72 ,85 ,71 ,21 
44 ,41 ,48 ,42 ,49 
68 ,56 ,69 ,68 ,30 
56 ,56 ,56 ,58 ,41 
46 ,52 ,47 ,46 ,53 
23 ,20 ,23 ,33 ,70 
23 ,38 ,30 ,39 ,58 
55 ,55 ,52 ,63 ,41 
15 ,18 ,31 ,25 ,67 
30 ,36 ,47 ,35 ,62 
45 ,47 ,42 ,40 ,48 
